127.0.0.1, 2017-01-30 18:49:22, GET, /, HTTP/1.1, 303, 0.009901
127.0.0.1, 2017-01-30 18:49:24, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.001889
127.0.0.1, 2017-01-30 18:49:48, GET, /, HTTP/1.1, 303, 0.000395
127.0.0.1, 2017-01-30 18:49:48, GET, /welcome/default/index, HTTP/1.1, 200, 0.084670
127.0.0.1, 2017-01-30 18:57:00, GET, /admin/default/design/welcome, HTTP/1.1, 303, 0.256616
127.0.0.1, 2017-01-30 18:57:00, GET, /admin/default/index, HTTP/1.1, 200, 0.069217
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/css/calendar.css, HTTP/1.1, 200, 0.008229
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/js/jquery.js, HTTP/1.1, 200, 0.017212
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.007276
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/js/web2py.js, HTTP/1.1, 200, 0.007341
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/js/calendar.js, HTTP/1.1, 200, 0.009627
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.007394
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/css/bootstrap.min.css, HTTP/1.1, 200, 0.011891
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.011988
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.010432
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/plugin_multiselect/start.js, HTTP/1.1, 200, 0.008174
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.010536
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.010733
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/js/bootstrap.min.js, HTTP/1.1, 200, 0.005954
127.0.0.1, 2017-01-30 18:57:01, GET, /admin/static/_2.14.6/images/questions.png, HTTP/1.1, 200, 0.003650
127.0.0.1, 2017-01-30 18:57:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000423
127.0.0.1, 2017-01-30 18:57:03, GET, /admin/static/_2.14.6/images/glyphicons-halflings.png, HTTP/1.1, 200, 0.001884
127.0.0.1, 2017-01-30 18:57:13, POST, /admin/default/index, HTTP/1.1, 303, 0.044059
127.0.0.1, 2017-01-30 18:57:14, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.243997
127.0.0.1, 2017-01-30 18:57:14, GET, /admin/static/_2.14.6/images/delete_icon.png, HTTP/1.1, 200, 0.002473
127.0.0.1, 2017-01-30 18:57:14, GET, /admin/static/_2.14.6/images/search.png, HTTP/1.1, 200, 0.007241
127.0.0.1, 2017-01-30 18:57:14, GET, /admin/static/_2.14.6/images/help.png, HTTP/1.1, 200, 0.005493
127.0.0.1, 2017-01-30 18:57:14, GET, /admin/static/_2.14.6/images/test_icon.png, HTTP/1.1, 200, 0.006892
127.0.0.1, 2017-01-30 18:57:29, GET, /admin/default/site, HTTP/1.1, 200, 0.084762
127.0.0.1, 2017-01-30 18:57:29, GET, /admin/static/_2.14.6/images/folder_locked.png, HTTP/1.1, 200, 0.005050
127.0.0.1, 2017-01-30 18:57:29, GET, /admin/static/_2.14.6/images/folder.png, HTTP/1.1, 200, 0.003685
127.0.0.1, 2017-01-30 18:57:29, GET, /admin/static/_2.14.6/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.001387
127.0.0.1, 2017-01-30 18:57:29, POST, /admin/default/check_version, HTTP/1.1, 200, 0.449970
127.0.0.1, 2017-01-30 18:58:03, POST, /admin/default/site, HTTP/1.1, 303, 0.270883
127.0.0.1, 2017-01-30 18:58:03, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.246543
127.0.0.1, 2017-01-30 18:58:44, GET, /admin/default/delete/CuisineArena/controllers/default.py, HTTP/1.1, 200, 0.047806
127.0.0.1, 2017-01-30 18:58:46, POST, /admin/default/delete/CuisineArena/controllers/default.py, HTTP/1.1, 303, 0.043267
127.0.0.1, 2017-01-30 18:58:46, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.175075
127.0.0.1, 2017-01-30 19:00:00, POST, /admin/default/create_file, HTTP/1.1, 303, 0.066215
127.0.0.1, 2017-01-30 19:00:01, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.229320
127.0.0.1, 2017-01-30 19:00:39, POST, /admin/default/create_file, HTTP/1.1, 303, 0.037252
127.0.0.1, 2017-01-30 19:00:39, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.191131
127.0.0.1, 2017-01-30 19:00:45, GET, /admin/default/peek/CuisineArena/views/welcome/landingpage.html, HTTP/1.1, 200, 0.044564
127.0.0.1, 2017-01-30 19:00:52, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.123111
127.0.0.1, 2017-01-30 19:01:03, GET, /admin/default/peek/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.064017
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.070859
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/lib/codemirror.css, HTTP/1.1, 200, 0.005254
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/theme/web2py.css, HTTP/1.1, 200, 0.004889
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/mode/css/css.js, HTTP/1.1, 200, 0.005246
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/edit/closetag.js, HTTP/1.1, 200, 0.015353
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/lib/codemirror.js, HTTP/1.1, 200, 0.005642
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/mode/xml/xml.js, HTTP/1.1, 200, 0.005089
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/mode/python/python.js, HTTP/1.1, 200, 0.005442
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/edit/matchbrackets.js, HTTP/1.1, 200, 0.012089
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/display/fullscreen.css, HTTP/1.1, 200, 0.012544
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/hint/show-hint.css, HTTP/1.1, 200, 0.015119
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/fold/foldgutter.css, HTTP/1.1, 200, 0.009980
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/codemirror/addon/dialog/dialog.css, HTTP/1.1, 200, 0.014021
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/css/web2py-codemirror.css, HTTP/1.1, 200, 0.005985
127.0.0.1, 2017-01-30 19:01:10, GET, /admin/static/_2.14.6/css/typeahead.js-bootstrap.css, HTTP/1.1, 200, 0.010825
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/hint/show-hint.js, HTTP/1.1, 200, 0.007292
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/hint/python-hint.js, HTTP/1.1, 200, 0.007751
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/mode/javascript/javascript.js, HTTP/1.1, 200, 0.007480
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 200, 0.014163
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/search/search.js, HTTP/1.1, 200, 0.018777
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/search/searchcursor.js, HTTP/1.1, 200, 0.021215
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/edit/trailingspace.js, HTTP/1.1, 200, 0.013391
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/dialog/dialog.js, HTTP/1.1, 200, 0.014629
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/display/fullscreen.js, HTTP/1.1, 200, 0.015963
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/selection/active-line.js, HTTP/1.1, 200, 0.016578
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/foldcode.js, HTTP/1.1, 200, 0.011978
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/foldgutter.js, HTTP/1.1, 200, 0.007471
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/xml-fold.js, HTTP/1.1, 200, 0.011982
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/brace-fold.js, HTTP/1.1, 200, 0.013506
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/comment-fold.js, HTTP/1.1, 200, 0.006952
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/fold/indent-fold.js, HTTP/1.1, 200, 0.006136
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/emmet.min.js, HTTP/1.1, 200, 0.010985
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/codemirror/addon/comment/comment.js, HTTP/1.1, 200, 0.008748
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/js/ajax_editor.js, HTTP/1.1, 200, 0.010260
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/js/hogan-2.0.0.js, HTTP/1.1, 200, 0.005608
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/js/typeahead.min.js, HTTP/1.1, 200, 0.010525
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/images/files_toggle.png, HTTP/1.1, 200, 0.001771
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.123810
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/static/_2.14.6/images/save_icon.png, HTTP/1.1, 200, 0.050727
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.238934
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.335961
127.0.0.1, 2017-01-30 19:01:11, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.385379
127.0.0.1, 2017-01-30 19:01:11, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.398730
127.0.0.1, 2017-01-30 19:01:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.647139
127.0.0.1, 2017-01-30 19:01:22, POST, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.043246
127.0.0.1, 2017-01-30 19:01:29, GET, /admin/default/index, HTTP/1.1, 303, 0.009176
127.0.0.1, 2017-01-30 19:01:29, GET, /admin/default/site, HTTP/1.1, 200, 0.111656
127.0.0.1, 2017-01-30 19:01:31, GET, /CuisineArena/default/index, HTTP/1.1, 404, 0.253538
127.0.0.1, 2017-01-30 19:01:39, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.189113
127.0.0.1, 2017-01-30 19:01:50, GET, /admin/default/edit/CuisineArena/controllers/appadmin.py, HTTP/1.1, 200, 0.063419
127.0.0.1, 2017-01-30 19:01:50, GET, /admin/default/edit/CuisineArena/controllers/appadmin.py, HTTP/1.1, 200, 0.118517
127.0.0.1, 2017-01-30 19:01:50, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.181028
127.0.0.1, 2017-01-30 19:01:50, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.316064
127.0.0.1, 2017-01-30 19:01:50, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.447802
127.0.0.1, 2017-01-30 19:01:50, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.313332
127.0.0.1, 2017-01-30 19:01:52, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 2.160401
127.0.0.1, 2017-01-30 19:02:20, GET, /admin/default/index, HTTP/1.1, 303, 0.007866
127.0.0.1, 2017-01-30 19:02:20, GET, /admin/default/site, HTTP/1.1, 200, 0.102353
127.0.0.1, 2017-01-30 19:02:23, GET, /CuisineArena/default/index, HTTP/1.1, 404, 0.237349
127.0.0.1, 2017-01-30 19:02:50, GET, /admin/default/site, HTTP/1.1, 200, 0.081238
127.0.0.1, 2017-01-30 19:02:54, GET, /CuisineArena/default/index, HTTP/1.1, 404, 0.071490
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.533983
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.003884
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.005303
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/jquery.js, HTTP/1.1, 200, 0.014725
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/css/calendar.css, HTTP/1.1, 200, 0.013431
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.014251
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/calendar.js, HTTP/1.1, 200, 0.016583
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/web2py.js, HTTP/1.1, 200, 0.015157
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.018415
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/share.js, HTTP/1.1, 200, 0.009793
127.0.0.1, 2017-01-30 19:03:00, GET, /CuisineArena/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.009994
127.0.0.1, 2017-01-30 19:03:01, GET, /CuisineArena/static/images/twitter.png, HTTP/1.1, 200, 0.003109
127.0.0.1, 2017-01-30 19:03:01, GET, /CuisineArena/static/images/gplus-32.png, HTTP/1.1, 200, 0.002859
127.0.0.1, 2017-01-30 19:03:01, GET, /CuisineArena/static/images/facebook.png, HTTP/1.1, 200, 0.003715
127.0.0.1, 2017-01-30 19:03:01, GET, /CuisineArena/static/images/favicon.ico, HTTP/1.1, 200, 0.001566
127.0.0.1, 2017-01-30 19:07:27, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.451036
127.0.0.1, 2017-01-30 19:15:56, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.224796
127.0.0.1, 2017-01-30 19:16:05, POST, /admin/default/create_file, HTTP/1.1, 303, 0.053194
127.0.0.1, 2017-01-30 19:16:06, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.545130
127.0.0.1, 2017-01-30 19:16:12, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.056290
127.0.0.1, 2017-01-30 19:16:12, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.143903
127.0.0.1, 2017-01-30 19:16:12, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.211627
127.0.0.1, 2017-01-30 19:16:13, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.556627
127.0.0.1, 2017-01-30 19:16:13, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.613056
127.0.0.1, 2017-01-30 19:16:13, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.458301
127.0.0.1, 2017-01-30 19:16:14, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 2.279135
127.0.0.1, 2017-01-30 19:16:35, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.047153
127.0.0.1, 2017-01-30 19:16:40, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.239351
127.0.0.1, 2017-01-30 19:16:46, GET, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.088516
127.0.0.1, 2017-01-30 19:16:47, GET, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.199267
127.0.0.1, 2017-01-30 19:16:47, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.286997
127.0.0.1, 2017-01-30 19:16:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.398645
127.0.0.1, 2017-01-30 19:16:47, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.492388
127.0.0.1, 2017-01-30 19:16:47, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.317316
127.0.0.1, 2017-01-30 19:16:47, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.696946
127.0.0.1, 2017-01-30 19:17:10, POST, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.037688
127.0.0.1, 2017-01-30 19:17:19, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.114421
127.0.0.1, 2017-01-30 19:18:09, POST, /admin/default/create_file, HTTP/1.1, 303, 0.057664
127.0.0.1, 2017-01-30 19:18:10, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.560739
127.0.0.1, 2017-01-30 19:18:17, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.104131
127.0.0.1, 2017-01-30 19:18:18, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.228411
127.0.0.1, 2017-01-30 19:18:18, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.340341
127.0.0.1, 2017-01-30 19:18:18, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.476674
127.0.0.1, 2017-01-30 19:18:18, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.568011
127.0.0.1, 2017-01-30 19:18:18, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.376387
127.0.0.1, 2017-01-30 19:18:20, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 2.368417
127.0.0.1, 2017-01-30 19:19:01, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.071022
127.0.0.1, 2017-01-30 19:19:05, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.590176
127.0.0.1, 2017-01-30 19:21:12, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.545043
127.0.0.1, 2017-01-30 19:21:25, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.430751
127.0.0.1, 2017-01-30 19:21:25, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.132624
127.0.0.1, 2017-01-30 19:21:28, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.526925
127.0.0.1, 2017-01-30 19:21:58, GET, /admin/default/peek/CuisineArena/models/menu.py, HTTP/1.1, 200, 0.080390
127.0.0.1, 2017-01-30 19:22:34, POST, /admin/default/create_file, HTTP/1.1, 303, 0.066657
127.0.0.1, 2017-01-30 19:22:35, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.670853
127.0.0.1, 2017-01-30 19:22:51, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.147346
127.0.0.1, 2017-01-30 19:23:26, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.111894
127.0.0.1, 2017-01-30 19:23:26, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.188782
127.0.0.1, 2017-01-30 19:23:26, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.334196
127.0.0.1, 2017-01-30 19:23:27, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.405714
127.0.0.1, 2017-01-30 19:23:27, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.595468
127.0.0.1, 2017-01-30 19:23:27, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.435098
127.0.0.1, 2017-01-30 19:23:27, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.785559
127.0.0.1, 2017-01-30 19:24:27, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.293184
127.0.0.1, 2017-01-30 19:24:27, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 1.165957
127.0.0.1, 2017-01-30 19:25:21, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.472568
127.0.0.1, 2017-01-30 19:25:26, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.064155
127.0.0.1, 2017-01-30 19:25:26, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.083910
127.0.0.1, 2017-01-30 19:25:27, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.349898
127.0.0.1, 2017-01-30 19:25:30, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.127126
127.0.0.1, 2017-01-30 19:26:02, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.075491
127.0.0.1, 2017-01-30 19:26:26, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.069027
127.0.0.1, 2017-01-30 19:26:27, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.210471
127.0.0.1, 2017-01-30 19:27:26, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.103477
127.0.0.1, 2017-01-30 19:27:27, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.339521
127.0.0.1, 2017-01-30 19:28:26, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.052487
127.0.0.1, 2017-01-30 19:28:47, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.301347
127.0.0.1, 2017-01-30 19:30:02, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.126885
127.0.0.1, 2017-01-30 19:30:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.383985
127.0.0.1, 2017-01-30 19:31:02, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.118308
127.0.0.1, 2017-01-30 19:31:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.387999
127.0.0.1, 2017-01-30 19:32:02, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.083393
127.0.0.1, 2017-01-30 19:32:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.395624
127.0.0.1, 2017-01-30 19:32:42, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.185807
127.0.0.1, 2017-01-30 19:32:45, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.149967
127.0.0.1, 2017-01-30 19:32:48, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.398773
127.0.0.1, 2017-01-30 19:32:51, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.281323
127.0.0.1, 2017-01-30 19:33:02, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.109003
127.0.0.1, 2017-01-30 19:33:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.469431
127.0.0.1, 2017-01-30 19:34:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.140189
127.0.0.1, 2017-01-30 19:34:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.344769
127.0.0.1, 2017-01-30 19:34:15, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.297747
127.0.0.1, 2017-01-30 19:34:24, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.057835
127.0.0.1, 2017-01-30 19:34:24, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.037930
127.0.0.1, 2017-01-30 19:34:48, POST, /admin/default/create_file, HTTP/1.1, 200, 0.058943
127.0.0.1, 2017-01-30 19:34:48, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.158428
127.0.0.1, 2017-01-30 19:34:48, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.225390
127.0.0.1, 2017-01-30 19:34:49, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.032956
127.0.0.1, 2017-01-30 19:35:03, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.100236
127.0.0.1, 2017-01-30 19:35:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.219776
127.0.0.1, 2017-01-30 19:35:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.358276
127.0.0.1, 2017-01-30 19:35:06, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.142694
